planta,fonte,nome,coletor,local,pais,estado,cidade,latitude,longitude,ano,mes,dia
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"Souza, E.B.",Taperuaba Unidade de Conservação Refúgio de Vida Silvestre Pedra da Andorinha (REVIS).,BR,Ceará,Sobral,-4.064167,-39.9975,2016,05,20T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"Sobczak, JCMSM","Fazenda Experimental Piroás, solo com muita serrapilheira.",BR,Ceará,Redenção,0.0,0.0,2015,09,03T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,Franck Rakotonasolo,,MG,Toamasina,,-18.83498,48.458738,2015,10,05T13:33:12
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"Loiola, M.I.B.","barragem Lima Brandão, em frente ao memorial D.C.Prado.",BR,Ceará,Granja,-3.0,-40.0,2014,07,19T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"Batista, W.","congl. 84-P36, sub. 1, árv. 2RN.&nf;Área montanhosa e com muitas pedras. Espécie muito ocorrente em clareira.",BR,Ceará,Guaiúba,-4.072514,-38.722486,2014,08,25T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"CORREIA, B. E. F.",Restinga da Praia de Itatinga,BR,Maranhão,Alcântara,-2.412944,-44.400472,2014,09,05T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"CORREIA, B. E. F.",Restinga da Praia de Itatinga,BR,Maranhão,Alcântara,-2.412944,-44.400472,2014,09,05T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"CORREIA, B. E. F.",Restinga da Praia de Itatinga,BR,Maranhão,Alcântara,-2.412944,-44.400472,2014,09,04T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"Gomes, R.C.","Bacia hidrográfica do riacho Carrapateiras - Tecel, Solo vertissolo; xisto / quartzito",BR,Ceará,Tauá,-5.403611,-40.064722,2013,08,17T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"Loiola, M.I.B.","distrito Rajada, margem direita da estrada(sentido",BR,Ceará,Itapipoca,-3.543611,-39.478056,2013,09,08T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"Salgado, E.V.",RPPN Elias Andrade,BR,Ceará,General Sampaio,0.0,0.0,2011,06,16T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"Vaz da Silva, I.H.C.V.",Serra das Almas.,BR,Ceará,Crateús,0.0,0.0,2010,06,28T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,Chagas-Mota; A.I.L.Pinheiro,Serra do Ouro.,BR,Alagoas,Murici,0.0,0.0,2009,04,17T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,Chagas-Mota; A.I.L.Pinheiro,Serra do Ouro.,BR,Alagoas,Murici,0.0,0.0,2009,04,17T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,Chagas-Mota,Ladeira do Lindóia.,BR,Alagoas,Satuba,0.0,0.0,2009,10,17T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,Chagas-Mota,Serra do Macaco.,BR,Alagoas,Santana do Ipanema,0.0,0.0,2008,07,23T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"Aragão, V.M.A.",,BR,Ceará,Ubajara,-3.800556,-40.906389,2008,07,23T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"Lima-Verde, L.W.","Sítio Salva Vidas, Lixão, Sotavento.",BR,Ceará,Guaramiranga,-4.254444,-38.992083,2008,08,30T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,M.M. Coelho,Fazenda Experimental UNIVASF - Parcela 01 - Riacho das Porteiras,BR,Pernambuco,Petrolina,-9.320597,-40.541153,2008,09,10T00:00:00
Dicliptera ciliaris,gbif,Dicliptera ciliaris Juss.,"Coelho, M. .M.; Figueiredo, R.; Souza, D. .P.","Fazenda Experimental - UNIVASF, Área prioritária para a conservação da caatinga( área 33, muito alta importância biológica). Savana-estépica arborizada, solo predominantemente planossolo nátrico, vegetacão ciliar na margem do Riacho das Porteiras.",BR,Pernambuco,Petrolina,-9.330797,-40.548733,2008,09,10T00:00:00
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,M. C. Tschá- E. Freire- A. P. S. Gomes- A. Laurênio,"Murici, Brejo dos Cavalos",Brasil,Pernambuco,Caruaru,-8.31,-36,1997,07,01
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Souza, E.B.- Nepomuceno, F.A.A.- Nepomuceno, I.V.- Ramos, D.B.- Santos, F.D.S.","serra da Meruoca, sítio Santa Cruz, trilha do delta.",Brasil,Ceará,Sobral,-3.632222,-40.406667,2018,10,22
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"CORREIA, B. E. F.",Restinga da Praia de Itatinga,Brasil,Maranhão,Alcântara,-2.412944,-44.400472,,,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Aragão, VMA- Souza, EB","""Brasil, Nordeste, Ceará, Ubajara, mata úmida. 03°48#?#01,7#?##?#S / 40°54#?#22,7#?##?# W, 896 m.""",Brasil,Ceará,Ubajara,-3.85443997383118,-40.9211006164551,2010,02,01
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Lima-Verde, L.W.","Pico Alto., Estrada linha da serra.",Brasil,Ceará,Guaramiranga,-4.209472,-38.974361,,,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Silva, M.L.- Ferreira, C.G.T.","Estação Ecológica do Seridó, Solo arenoso",Brasil,Rio Grande do Norte,Serra Negra do Norte,-6.597778,-37.248889,2011,08,09
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Black, G.A.",Fazenda Normal,Brasil,Ceará,Quixadá,-4.97138977050781,-39.0153007507324,2009,02,18
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"CORREIA, B. E. F.",Restinga da Praia de Itatinga,Brasil,Maranhão,Alcântara,-2.412944,-44.400472,,,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Castro, A.S.F.",,Brasil,Ceará,Quixadá,-4.97138977050781,-39.0153007507324,2002,03,22
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,H. S. Irwin,Rio Oiapoque. Lower and middle slopes of Mt. Tipac.,Brasil,AmapÃ¡,,3.6,-51.32,,,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Silva, M.A.P.",Boa Vista,Brasil,Ceará,Jardim,-7.58249998092651,-39.2980995178223,1998,03,31
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Fernandes, A.- Bezerra, P.",Sítio Santo Antônio dos Fernandes.,Brasil,Ceará,Meruoca,-3.54167008399963,-40.4550018310547,1997,11,19
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Blanchet, J. S.",,Brazil,Bahia,,-12.1830556,-41.9972222,1993,01,01
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Nunes, E.",Fazenda Pau Preto.,Brasil,Ceará,Parambu,-6.21111011505127,-40.6944007873535,2003,07,22
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Lima-Verde, L.W.",Flona do Araripe.,Brasil,Ceará,Crato,-7.23416996002197,-39.4094009399414,2000,06,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Fernandes, A.","Sítio Lages, Serra da Meruoca.",Brasil,Piauí,,,,2011,08,09
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Willd. ex Nees,"Lemos, J.R.- Matias, P.- Matias, P.",Estação Ecológica de Aiuaba,Brasil,Ceará,Aiuaba,-6.600278,-40.321944,2004,08,15
Dicliptera ciliaris,specieslink,Dicliptera ciliaris,H. S. Irwin,,Brazil,Amapá,,,,,,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,M.M. Coelho,Fazenda Experimental UNIVASF - Parcela 01 - Riacho das Porteiras,Brasil,Pernambuco,Petrolina,-9.32059722222222,-40.5411527777778,2008,12,04
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,I. Andrade,Brejo dos Cavalos,Brasil,Pernambuco,Bonito,-8.47027969360352,-35.7285995483398,2003,07,28
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Loiola, M.I.B.- Lima-Verde, L. .W.- et al.","Estação Ecológca de Aiuaba., Poço da Roça (próximo à barragem). Datum: WGS 84",Brasil,Ceará,Aiuaba,-6.616667,-40.166667,1997,01,15
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,M. F. Sales,"Inajá, Reserva Biológica de Serra Negra",Brasil,Pernambuco,Floresta,-8.60111045837402,-38.5685997009277,1997,,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Aragão, V.M.A.",,Brasil,Ceará,Ubajara,-3.800556,-40.906389,2009,02,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Sobrinho, M.S.- Bruno, M.M.A.",RPPN Serra das Almas.,Brasil,Ceará,Crateús,-5.083333,-40.85,2002,03,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Lima-Verde, L.W.","Chapada do Apodi, Fazenda Mato Alto.",Brasil,Ceará,Quixeré,-5.183333,-37.816667,1997,01,15
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Linhares, K.M.E.","Grajaú, Serra das Almas",Brasil,Ceará,Crateús,-5.1783299446106,-40.6775016784668,,,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Blanchet, J. S.",,Brazil,Bahia,,-12.1830556,-41.9972222,1993,01,01
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Mamede, M.","EMBRAPA Caprinos., Solo bruno não cálcico.",Brasil,Ceará,Sobral,-3.7,-40.35,2002,12,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Fernandes, A.- Bezerra, P.","estrada Novo Oriente-São Miguel do Tapuio, Serra d",Brasil,Ceará,Novo Oriente,-5.53444004058838,-40.7742004394531,1997,11,19
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,A. Laurênio,"Engenho Pombal, Casa dos Carneiros",Brasil,Pernambuco,Vitória de Santo Antão,-8.11806011199951,-35.2914009094238,2003,07,28
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Figueiredo, M.A.- et al.",Serra de Martins.,Brasil,Rio Grande do Norte,Martins,-6.0877799987793,-37.9110984802246,1997,11,19
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Linhares, K.M.E.","Grajaú, Serra das Almas",Brasil,Ceará,Crateús,-5.1783299446106,-40.6775016784668,,,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Souza, E.B.",Taperuaba Unidade de Conservação Refúgio de Vida Silvestre Pedra da Andorinha (REVIS).,,Ceará,Sobral,-4.064167,-39.9975,2018,04,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,Chagas-Mota,Serra do Macaco.,Brasil,Alagoas,Santana do Ipanema,-9.37833023071289,-37.2453002929688,2008,07,23
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Fernandes, A.- Matos- Goergen, J.",Lagoa de Dentro.,Brasil,Paraíba,Campina Grande,-7.23055982589722,-35.8810997009277,2003,07,22
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Lima-Verde, L.W.",Flona do Araripe.,Brasil,Ceará,Crato,-7.23416996002197,-39.4094009399414,2000,05,08
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Coelho, M. .M.- Figueiredo, R.- Souza, D. .P.","Fazenda Experimental - UNIVASF, Área prioritária para a conservação da caatinga( área 33, muito alta importância biológica). Savana-estépica arborizada, solo predominantemente planossolo nátrico, vegetacão ciliar na margem do Riacho das Porteiras.",Brasil,Pernambuco,Petrolina,-9.330797,-40.548733,,,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,L. F. Silva- E. Rodrigues,Parque Ecológico de Serra Negra,Brasil,Pernambuco,Bezerros,-8.2,-35.816667,2003,07,28
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Fernandes, A.- Bezerra, P.",Chapada da ibiapaba.,Brasil,Ceará,Ubajara,-3.85443997383118,-40.9211006164551,1997,11,19
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Gardner, G.",,Brazil,,,-10.77305556,-53.08972222,1993,01,01
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Willd. ex Nees,Rita Pereira- et al.- et al.,ca. 15km de Salgueiro em direção à Serrita.,Brasil,Pernambuco,Salgueiro,-8.07417011260986,-39.1192016601562,2003,07,28
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Monteiro, H","Brejo dos Cavalos, À margem de um caminho - fazenda.",Brasil,Pernambuco,Caruaru,-8.28332996368408,-35.9761009216309,2006,05,30
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Castro, A.S.F.","Chapada do Apodi., À sombra de juazeiro",Brasil,Ceará,Tabuleiro do Norte,-5.24666976928711,-38.1305999755859,1999,07,12
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Lima-Verde, L.W.",Flona do Araripe.,Brasil,Ceará,Crato,-7.23416996002197,-39.4094009399414,2000,05,
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Bezerra, P.","Sítio São Bento, Serra da Aratanha, à margem de um regato.",Brasil,Ceará,Maranguape,-3.89083003997803,-38.6856002807617,2011,08,09
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Fernandes, A.","Sítio Pedra d'água, Quebrada da serra.",Brasil,Ceará,Capistrano,-4.46999979019165,-38.9014015197754,2011,08,09
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Lima-Verde, L.W.- Oliveira, R.","entorno da cidade., Faz. Santa Luzia",Brasil,Ceará,Quixadá,-4.97138977050781,-39.0153007507324,2018,10,22
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Silva, M.A.P.",Fazenda Crioula.,Brasil,Ceará,Sobral,-3.68611001968384,-40.3497009277344,1997,11,19
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Limaverde, S.O.","Grajaú, Serra das Almas., banco de sementes, planossolo",Brasil,Ceará,Crateús,-5.1783299446106,-40.6775016784668,2007,03,22
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Araújo, F.F.",Sítio Santa Clara.,Brasil,Ceará,Graça,-3.962417,-40.818722,2018,10,22
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,"Lima-Verde, L.W.- et al.","Sítio Salva Vidas, Lixão, Sotavento.",Brasil,Ceará,Guaramiranga,-4.254444,-38.992083,2008,08,30
Dicliptera ciliaris,specieslink,Dicliptera ciliaris Juss.,G. M. Souza,Reserva EcolÃ³gica Municipal da Prefeitura de Bonito Solo areno argiloso.,Brasil,Pernambuco,Bonito,-8.4706,-35.7283,,,
